"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 04월 20일","63.33","63.38","63.79","62.97","-","-0.07%"
"2015년 04월 17일","63.37","64.28","64.42","63.17","-","-1.32%"
"2015년 04월 16일","64.22","64.78","64.94","63.48","-","-0.86%"
"2015년 04월 15일","64.78","64.76","65.13","64.36","-","0.19%"
"2015년 04월 14일","64.65","65.11","65.40","64.44","-","-0.78%"
"2015년 04월 13일","65.16","65.08","65.69","64.59","-","0.20%"
"2015년 04월 10일","65.03","66.36","66.53","64.84","-","-2.07%"
"2015년 04월 09일","66.40","66.79","67.13","66.13","-","-0.61%"
"2015년 04월 08일","66.82","66.44","67.18","66.21","-","0.99%"
"2015년 04월 07일","66.16","65.37","66.65","65.18","-","1.43%"
"2015년 04월 06일","65.23","63.78","65.46","63.78","-","2.35%"
"2015년 04월 02일","63.74","62.63","63.88","62.63","-","1.75%"
"2015년 04월 01일","62.64","62.91","63.22","62.45","-","-0.78%"
"2015년 03월 31일","63.13","62.64","63.93","62.19","-","1.09%"
"2015년 03월 30일","62.46","63.47","64.15","62.38","-","-1.52%"
"2015년 03월 27일","63.42","62.91","63.91","62.83","-","0.67%"
"2015년 03월 26일","62.99","62.89","63.46","62.67","-","-0.10%"
"2015년 03월 25일","63.06","63.94","64.08","62.81","-","-1.28%"
"2015년 03월 24일","63.88","63.90","64.40","63.63","-","0.08%"
"2015년 03월 23일","63.83","62.39","64.55","62.39","-","2.06%"
"2015년 03월 20일","62.53","62.60","63.26","62.33","-","-0.01%"
"2015년 03월 19일","62.54","62.53","63.40","61.73","-","0.14%"
"2015년 03월 18일","62.45","60.26","62.65","59.84","-","3.70%"
"2015년 03월 17일","60.22","60.44","60.85","60.20","-","-0.45%"
"2015년 03월 16일","60.49","60.53","61.22","60.33","-","0.00%"
"2015년 03월 13일","60.49","61.22","61.55","60.43","-","-0.73%"
"2015년 03월 12일","60.94","60.41","61.57","60.28","-","0.86%"
"2015년 03월 11일","60.42","60.92","61.13","60.29","-","-0.75%"
"2015년 03월 10일","60.88","62.19","62.36","60.82","-","-2.02%"
"2015년 03월 09일","62.13","62.70","63.12","62.06","-","-1.06%"
"2015년 03월 06일","62.79","63.12","63.27","62.51","-","-0.56%"
"2015년 03월 05일","63.15","63.33","64.06","63.11","-","-0.36%"
"2015년 03월 04일","63.38","63.62","63.83","63.06","-","-0.28%"
"2015년 03월 03일","63.56","64.48","64.64","63.54","-","-1.80%"
"2015년 03월 02일","64.72","64.60","65.03","64.03","-","-0.22%"
"2015년 02월 27일","64.86","65.07","65.47","63.68","-","-0.57%"
"2015년 02월 26일","65.24","65.34","66.24","65.11","-","-0.15%"
"2015년 02월 25일","65.34","64.49","65.86","64.28","-","1.02%"
"2015년 02월 24일","64.68","64.19","65.13","64.18","-","0.61%"
"2015년 02월 23일","64.29","64.40","64.63","63.77","-","-0.60%"
"2015년 02월 20일","64.68","64.35","64.69","63.98","-","0.19%"
"2015년 02월 19일","64.56","64.57","65.32","64.22","-","-0.25%"
"2015년 02월 18일","64.72","63.81","64.72","63.55","-","1.68%"
"2015년 02월 17일","63.65","62.60","63.99","62.35","-","1.40%"
"2015년 02월 13일","62.77","62.51","62.93","62.44","-","0.35%"
"2015년 02월 12일","62.55","62.07","62.56","61.54","-","0.54%"
"2015년 02월 11일","62.22","62.32","62.57","61.72","-","-0.31%"
"2015년 02월 10일","62.41","62.46","63.44","62.16","-","0.07%"
"2015년 02월 09일","62.37","61.63","62.78","61.24","-","1.23%"
"2015년 02월 06일","61.61","61.80","61.98","60.92","-","-0.23%"
"2015년 02월 05일","61.76","61.03","61.92","60.56","-","1.02%"
"2015년 02월 04일","61.13","61.44","61.70","61.04","-","-0.45%"
"2015년 02월 03일","61.40","59.92","61.51","59.90","-","2.50%"
"2015년 02월 02일","59.91","59.28","60.08","59.05","-","0.93%"
"2015년 01월 30일","59.36","59.56","59.67","59.08","-","-0.36%"
"2015년 01월 29일","59.58","59.14","59.78","59.13","-","0.58%"
"2015년 01월 28일","59.23","58.41","59.48","58.14","-","1.01%"
"2015년 01월 27일","58.63","58.44","58.89","58.06","-","-0.04%"
"2015년 01월 26일","58.66","57.42","58.74","57.30","-","2.15%"
"2015년 01월 23일","57.42","57.83","58.65","57.07","-","-0.65%"
"2015년 01월 22일","57.80","58.03","58.40","57.59","-","-0.28%"
"2015년 01월 21일","57.97","57.85","58.20","57.68","-","0.31%"
"2015년 01월 20일","57.78","59.21","59.38","57.78","-","-2.48%"
"2015년 01월 16일","59.26","59.43","59.85","59.18","-","-0.46%"
"2015년 01월 15일","59.53","59.10","60.27","58.85","-","0.86%"
"2015년 01월 14일","59.02","60.05","60.05","58.67","-","-1.88%"
"2015년 01월 13일","60.15","59.71","60.26","59.55","-","0.58%"
"2015년 01월 12일","59.81","60.69","60.72","59.52","-","-1.36%"
"2015년 01월 09일","60.63","60.42","60.86","60.33","-","0.26%"
"2015년 01월 08일","60.47","60.42","60.63","60.22","-","0.22%"
"2015년 01월 07일","60.35","60.12","60.49","59.84","-","0.36%"
"2015년 01월 06일","60.13","60.62","61.24","60.11","-","-0.74%"
"2015년 01월 05일","60.58","59.69","61.13","59.68","-","1.64%"
"2015년 01월 02일","59.60","60.26","60.38","59.48","-","-1.14%"
"2014년 12월 31일","60.28","61.96","62.08","60.23","-","-2.69%"
"2014년 12월 30일","61.95","61.95","62.17","61.83","-","-0.15%"
"2014년 12월 29일","62.04","61.60","62.26","61.44","-","0.57%"
"2014년 12월 28일","61.69","61.69","61.69","61.69","-","0.00%"
"2014년 12월 26일","61.69","61.94","61.94","61.58","-","-0.06%"
"2014년 12월 24일","61.74","61.69","62.15","61.53","-","0.07%"
"2014년 12월 23일","61.69","61.99","62.83","61.57","-","-0.72%"
"2014년 12월 22일","62.13","60.65","62.17","60.49","-","1.96%"
"2014년 12월 21일","60.94","60.94","60.94","60.94","-","0.00%"
"2014년 12월 19일","60.94","60.71","60.96","60.32","-","0.25%"
"2014년 12월 18일","60.79","60.71","60.98","60.19","-","-0.04%"
"2014년 12월 17일","60.81","59.89","60.88","59.50","-","1.65%"
"2014년 12월 16일","59.83","60.61","60.77","59.72","-","-1.62%"
"2014년 12월 15일","60.81","60.68","61.13","60.53","-","0.21%"
"2014년 12월 14일","60.68","60.68","60.68","60.68","-","0.00%"
"2014년 12월 12일","60.68","60.46","61.23","60.45","-","0.02%"
"2014년 12월 11일","60.67","59.63","61.08","59.63","-","1.73%"
"2014년 12월 10일","59.64","59.85","60.80","59.43","-","-0.49%"
"2014년 12월 09일","59.94","59.32","60.38","59.17","-","0.96%"
"2014년 12월 08일","59.37","59.63","60.16","59.31","-","-0.49%"
"2014년 12월 07일","59.66","59.66","59.66","59.66","-","0.00%"
"2014년 12월 05일","59.66","60.44","60.91","59.58","-","-1.33%"
"2014년 12월 04일","60.47","59.56","60.63","59.54","-","1.43%"
"2014년 12월 03일","59.62","59.28","60.24","59.12","-","0.25%"
"2014년 12월 02일","59.47","59.22","59.88","58.98","-","0.58%"
"2014년 12월 01일","59.13","59.98","60.29","59.09","-","-1.60%"
"2014년 11월 30일","60.08","60.08","60.08","60.08","-","0.00%"
"2014년 11월 28일","60.08","59.85","60.71","59.85","-","0.56%"
"2014년 11월 27일","59.75","59.75","59.75","59.75","-","0.00%"
"2014년 11월 26일","59.75","59.26","60.54","59.12","-","0.63%"
"2014년 11월 25일","59.38","58.83","59.60","58.74","-","0.69%"
"2014년 11월 24일","58.97","59.27","59.45","58.54","-","-0.64%"
"2014년 11월 21일","59.35","58.86","59.73","58.81","-","0.41%"
"2014년 11월 20일","59.11","59.06","59.87","58.75","-","0.03%"
"2014년 11월 19일","59.09","59.88","59.96","58.92","-","-1.36%"
"2014년 11월 18일","59.90","59.13","59.92","58.92","-","0.99%"
"2014년 11월 17일","59.31","59.47","59.56","58.92","-","-0.74%"
"2014년 11월 14일","59.76","59.84","60.40","59.61","-","-0.24%"
"2014년 11월 13일","59.90","62.11","62.48","59.56","-","-3.51%"
