"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2011년 11월 16일","654.35","662.60","662.60","655.00","0.00K","-1.47%"
"2011년 11월 15일","664.10","664.10","670.60","656.60","-","-0.03%"
"2011년 11월 14일","664.30","661.80","668.40","654.90","-","0.70%"
"2011년 11월 11일","659.70","644.90","663.90","644.90","-","2.39%"
"2011년 11월 10일","644.30","648.50","653.50","636.70","-","-0.68%"
"2011년 11월 09일","648.70","671.80","678.40","646.50","-","-3.48%"
"2011년 11월 08일","672.10","661.30","679.20","657.10","-","1.60%"
"2011년 11월 07일","661.50","659.70","666.10","649.10","-","0.85%"
"2011년 11월 04일","655.90","657.80","663.70","649.70","-","-0.35%"
"2011년 11월 03일","658.20","647.70","674.00","636.80","-","1.42%"
"2011년 11월 02일","649.00","633.40","658.10","631.80","-","2.48%"
"2011년 11월 01일","633.30","643.20","650.40","624.20","-","-1.65%"
"2011년 10월 31일","643.90","664.40","665.30","640.70","-","-3.41%"
"2011년 10월 28일","666.60","671.00","675.00","651.50","-","-0.70%"
"2011년 10월 27일","671.30","647.80","677.90","645.50","-","3.69%"
"2011년 10월 26일","647.40","644.10","659.30","642.80","-","0.64%"
"2011년 10월 25일","643.30","640.00","654.30","632.60","-","0.37%"
"2011년 10월 24일","640.90","620.10","646.80","619.20","-","4.14%"
"2011년 10월 21일","615.40","588.80","624.30","582.50","-","4.55%"
"2011년 10월 20일","588.60","606.80","609.30","579.40","-","-2.84%"
"2011년 10월 19일","605.80","623.50","628.00","601.00","-","-2.95%"
"2011년 10월 18일","624.20","617.10","627.00","598.50","-","1.31%"
"2011년 10월 17일","616.15","626.00","626.00","626.00","0.00K","-1.38%"
"2011년 10월 14일","624.80","596.60","628.00","591.20","-","4.74%"
"2011년 10월 13일","596.50","610.90","617.70","589.00","-","-2.33%"
"2011년 10월 12일","610.70","605.00","615.80","602.50","-","0.93%"
"2011년 10월 11일","605.10","614.90","617.70","597.80","-","-1.58%"
"2011년 10월 10일","614.80","588.00","620.30","588.00","-","4.13%"
"2011년 10월 07일","590.40","607.30","617.90","584.30","-","-2.77%"
"2011년 10월 06일","607.20","573.80","607.20","573.30","-","5.84%"
"2011년 10월 05일","573.70","574.40","576.30","537.10","-","1.81%"
"2011년 10월 04일","563.50","539.40","554.00","536.65","0.01K","-4.04%"
"2011년 10월 03일","587.20","613.10","613.30","583.10","-","-4.21%"
"2011년 09월 30일","613.00","622.30","636.50","608.70","-","-1.62%"
"2011년 09월 29일","623.10","618.10","618.10","617.70","0.00K","0.32%"
"2011년 09월 28일","621.10","645.40","656.20","618.70","-","-4.30%"
"2011년 09월 27일","649.00","654.75","654.75","654.75","0.00K","3.60%"
"2011년 09월 26일","626.45","648.60","648.60","614.50","0.02K","-2.23%"
"2011년 09월 23일","640.75","648.10","648.10","634.60","0.01K","-3.25%"
"2011년 09월 22일","662.30","652.75","652.75","652.75","0.01K","-4.50%"
"2011년 09월 21일","693.50","716.80","723.30","684.30","-","-3.29%"
"2011년 09월 20일","717.10","716.70","724.00","714.20","-","0.10%"
"2011년 09월 19일","716.40","734.70","735.30","711.00","-","-2.24%"
"2011년 09월 16일","732.80","725.90","741.60","720.30","-","0.91%"
"2011년 09월 15일","726.20","723.70","729.70","714.10","-","0.97%"
"2011년 09월 14일","719.20","718.30","718.30","718.30","0.00K","-1.07%"
"2011년 09월 13일","727.00","706.95","716.85","706.95","0.00K","2.36%"
"2011년 09월 12일","710.25","722.00","725.40","700.15","0.02K","-3.64%"
"2011년 09월 09일","737.10","758.80","764.70","736.50","0.03K","-3.47%"
"2011년 09월 08일","763.60","760.00","760.50","760.00","0.03K","1.70%"
"2011년 09월 07일","750.85","750.25","750.25","750.25","0.00K","0.45%"
"2011년 09월 06일","747.45","761.55","767.90","754.70","0.02K","-2.73%"
"2011년 09월 05일","768.40","779.30","780.80","753.30","-","-1.63%"
"2011년 09월 02일","781.10","787.00","787.00","774.10","0.10K","-0.94%"
"2011년 09월 01일","788.55","783.35","788.20","774.80","0.17K","0.06%"
"2011년 08월 31일","788.10","780.00","794.45","778.35","1.13K","1.42%"
"2011년 08월 30일","777.05","755.85","779.70","753.20","1.97K","2.61%"
"2011년 08월 29일","757.30","757.90","762.00","753.60","-","-0.47%"
"2011년 08월 26일","760.90","751.10","762.60","745.30","-","1.16%"
"2011년 08월 25일","752.20","751.20","756.10","743.30","-","0.17%"
"2011년 08월 24일","750.90","760.50","764.90","742.70","-","-1.34%"
"2011년 08월 23일","761.10","762.60","769.30","758.10","-","-0.21%"
"2011년 08월 22일","762.70","752.50","766.40","747.80","-","1.30%"
"2011년 08월 19일","752.90","755.70","761.30","742.10","-","-0.36%"
"2011년 08월 18일","755.60","774.90","779.80","748.80","-","-2.35%"
"2011년 08월 17일","773.80","754.70","783.60","750.80","-","2.54%"
"2011년 08월 16일","754.60","753.50","758.70","742.20","-","0.16%"
"2011년 08월 15일","753.40","747.50","759.30","740.30","-","0.84%"
"2011년 08월 12일","747.10","740.20","749.30","735.60","-","1.88%"
"2011년 08월 11일","733.30","732.00","732.00","732.00","0.00K","0.47%"
"2011년 08월 10일","729.90","747.20","749.40","723.60","-","-2.42%"
"2011년 08월 09일","748.00","717.20","748.00","707.90","-","4.38%"
"2011년 08월 08일","716.60","730.20","739.90","716.60","-","-3.62%"
"2011년 08월 05일","743.50","747.40","753.90","722.70","-","-0.56%"
"2011년 08월 04일","747.70","794.60","798.80","743.10","-","-5.77%"
"2011년 08월 03일","793.50","827.10","829.70","792.30","-","-4.02%"
"2011년 08월 02일","826.70","828.30","835.10","822.60","-","-0.17%"
"2011년 08월 01일","828.10","832.60","849.60","825.50","-","-0.53%"
"2011년 07월 29일","832.50","827.30","833.30","820.50","-","0.65%"
"2011년 07월 28일","827.10","827.50","838.80","824.30","-","-0.06%"
