"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 01월 29일","142.07","142.18","142.43","141.40","9.49K","-0.34%"
"2014년 01월 28일","142.55","143.20","143.30","141.97","8.80K","-0.42%"
"2014년 01월 27일","143.15","142.90","143.25","142.45","8.58K","-0.17%"
"2014년 01월 24일","143.40","143.80","144.00","142.65","10.23K","-0.37%"
"2014년 01월 23일","143.93","144.47","144.57","142.68","18.28K","0.17%"
"2014년 01월 22일","143.68","141.53","144.55","141.03","32.84K","1.50%"
"2014년 01월 21일","141.55","140.82","141.90","140.45","21.11K","0.86%"
"2014년 01월 17일","140.35","140.00","140.50","139.30","15.97K","0.14%"
"2014년 01월 16일","140.15","140.15","141.00","139.47","36.12K","0.52%"
"2014년 01월 15일","139.43","137.85","140.18","137.65","40.01K","1.29%"
"2014년 01월 14일","137.65","136.50","137.82","136.50","32.88K","0.77%"
"2014년 01월 13일","136.60","137.18","137.18","136.05","27.46K","-0.07%"
"2014년 01월 10일","136.70","136.70","137.22","136.45","27.93K","0.11%"
"2014년 01월 09일","136.55","136.78","137.32","136.35","29.52K","0.01%"
"2014년 01월 08일","136.53","136.57","137.22","136.35","29.25K","0.00%"
"2014년 01월 07일","136.53","137.00","137.22","136.32","22.89K","-0.21%"
"2014년 01월 06일","136.82","136.30","137.05","136.18","21.98K","0.38%"
"2014년 01월 03일","136.30","135.72","136.38","135.65","19.37K","0.50%"
"2014년 01월 02일","135.62","134.93","135.80","134.85","30.44K","0.69%"
"2014년 01월 01일","134.69","134.69","134.69","134.69","-","0.14%"
"2013년 12월 31일","134.50","134.55","135.15","133.65","0.33K","0.07%"
"2013년 12월 30일","134.40","133.97","134.62","133.82","1.42K","0.41%"
"2013년 12월 27일","133.85","132.80","134.05","132.60","3.33K","0.87%"
"2013년 12월 26일","132.70","132.50","132.75","132.35","1.01K","0.26%"
"2013년 12월 24일","132.35","132.75","133.00","132.00","1.38K","-0.26%"
"2013년 12월 23일","132.70","132.70","132.90","132.55","1.72K","0.13%"
"2013년 12월 20일","132.53","132.00","132.97","131.80","2.71K","0.55%"
"2013년 12월 19일","131.80","131.10","132.00","130.90","2.39K","0.65%"
"2013년 12월 18일","130.95","131.65","131.78","130.93","3.12K","-0.61%"
"2013년 12월 17일","131.75","132.15","132.18","131.57","1.87K","-0.19%"
"2013년 12월 16일","132.00","131.57","132.25","131.30","3.14K","0.09%"
"2013년 12월 13일","131.88","132.12","132.43","131.30","3.51K","-0.28%"
"2013년 12월 12일","132.25","132.00","132.55","131.85","3.39K","0.27%"
"2013년 12월 11일","131.90","131.68","132.03","131.57","3.24K","0.17%"
"2013년 12월 10일","131.68","131.65","131.97","131.10","5.83K","0.06%"
"2013년 12월 09일","131.60","131.57","131.85","131.43","14.54K","0.13%"
"2013년 12월 06일","131.43","131.95","131.95","131.32","10.50K","-0.17%"
"2013년 12월 05일","131.65","132.75","132.90","131.60","11.53K","-0.81%"
"2013년 12월 04일","132.72","132.57","132.93","132.45","6.67K","0.14%"
"2013년 12월 03일","132.53","133.20","133.22","132.50","10.78K","-0.54%"
"2013년 12월 02일","133.25","133.50","133.50","132.82","7.21K","-0.16%"
"2013년 11월 29일","133.47","133.40","133.70","133.22","4.77K","0.28%"
"2013년 11월 27일","133.10","132.03","133.38","131.78","11.17K","0.87%"
"2013년 11월 26일","131.95","131.05","132.18","131.03","11.69K","0.67%"
"2013년 11월 25일","131.07","131.65","131.85","131.00","8.61K","-0.30%"
"2013년 11월 22일","131.47","131.47","131.85","130.93","10.12K","0.02%"
"2013년 11월 21일","131.45","130.95","131.80","130.65","10.08K","0.31%"
"2013년 11월 20일","131.05","131.10","131.40","130.70","12.89K","0.08%"
"2013년 11월 19일","130.95","131.82","131.85","130.72","25.42K","-0.72%"
"2013년 11월 18일","131.90","133.22","133.38","131.43","19.53K","-1.12%"
"2013년 11월 15일","133.40","133.00","133.50","132.68","15.30K","0.32%"
"2013년 11월 14일","132.97","132.97","133.40","132.75","19.19K","0.17%"
"2013년 11월 13일","132.75","132.55","133.25","132.30","29.45K","0.05%"
"2013년 11월 12일","132.68","132.75","133.00","132.43","24.26K","-0.05%"
"2013년 11월 11일","132.75","132.50","133.00","132.40","21.93K","0.26%"
"2013년 11월 08일","132.40","131.68","132.50","131.53","23.98K","0.55%"
"2013년 11월 07일","131.68","132.03","132.03","131.55","26.73K","-0.27%"
"2013년 11월 06일","132.03","131.93","132.35","131.85","18.53K","-0.02%"
"2013년 11월 05일","132.05","132.10","132.50","131.90","20.02K","-0.04%"
"2013년 11월 04일","132.10","132.00","132.62","131.75","25.41K","0.02%"
"2013년 11월 01일","132.07","132.97","133.15","131.95","24.80K","-1.81%"
"2013년 10월 31일","134.50","133.62","134.50","131.00","0.13K","0.86%"
"2013년 10월 30일","133.35","133.55","133.55","133.00","0.39K","-0.04%"
"2013년 10월 29일","133.40","133.30","133.55","133.07","0.54K","0.19%"
"2013년 10월 28일","133.15","132.95","133.57","132.78","0.82K","0.44%"
"2013년 10월 25일","132.57","133.32","134.90","132.53","1.19K","-0.17%"
"2013년 10월 24일","132.80","132.00","133.35","131.82","1.00K","0.76%"
"2013년 10월 23일","131.80","131.25","132.15","131.18","2.42K","0.53%"
"2013년 10월 22일","131.10","130.15","131.30","130.15","0.88K","0.75%"
"2013년 10월 21일","130.12","129.88","130.25","129.78","1.16K","0.18%"
"2013년 10월 18일","129.88","129.00","130.07","128.90","1.42K","0.57%"
"2013년 10월 17일","129.15","129.65","130.75","128.60","4.88K","-0.12%"
