"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 12월 22일","15,625.00","15,612.00","15,811.00","15,535.00","-","0.08%"
"2014년 12월 19일","15,612.00","15,523.00","15,764.00","15,401.00","-","0.57%"
"2014년 12월 18일","15,523.00","15,601.00","15,835.00","15,200.00","-","-0.83%"
"2014년 12월 17일","15,653.00","15,981.00","16,044.00","15,364.00","-","-2.05%"
"2014년 12월 16일","15,981.00","16,400.00","16,465.00","15,922.00","-","-2.67%"
"2014년 12월 15일","16,420.00","16,580.00","16,851.00","16,405.00","-","-1.03%"
"2014년 12월 12일","16,591.00","16,225.00","16,711.00","16,189.00","-","2.26%"
"2014년 12월 11일","16,225.00","16,325.00","16,410.00","16,180.00","-","-0.61%"
"2014년 12월 10일","16,325.00","16,524.00","16,610.00","16,325.00","-","-1.20%"
"2014년 12월 09일","16,524.00","16,650.00","16,695.00","16,336.00","-","-0.99%"
"2014년 12월 08일","16,689.00","16,720.00","16,875.00","16,618.00","-","-0.21%"
"2014년 12월 05일","16,724.00","17,092.00","17,191.00","16,724.00","-","-2.15%"
"2014년 12월 04일","17,092.00","16,565.00","17,125.00","16,565.00","-","3.02%"
"2014년 12월 03일","16,591.00","16,297.00","16,689.00","16,200.00","-","1.93%"
"2014년 12월 02일","16,277.00","16,250.00","16,331.00","16,114.00","-","-0.21%"
"2014년 12월 01일","16,312.00","16,065.00","16,341.00","15,858.00","-","0.79%"
"2014년 11월 28일","16,184.00","16,371.00","16,426.00","16,035.00","-","-1.17%"
"2014년 11월 27일","16,375.00","16,310.00","16,491.00","16,301.00","-","0.13%"
"2014년 11월 26일","16,353.00","16,415.00","16,473.00","16,245.00","-","-0.67%"
"2014년 11월 25일","16,463.00","16,521.00","16,631.00","16,312.00","-","-0.35%"
"2014년 11월 24일","16,521.00","16,535.00","16,766.00","16,431.00","-","-0.05%"
"2014년 11월 21일","16,530.00","16,305.00","16,637.00","16,245.00","-","1.32%"
"2014년 11월 20일","16,315.00","16,101.00","16,435.00","16,085.00","-","1.37%"
"2014년 11월 19일","16,095.00","15,601.00","16,291.00","15,561.00","-","2.92%"
"2014년 11월 18일","15,639.00","15,752.00","15,874.00","15,541.00","-","-0.95%"
"2014년 11월 17일","15,789.00","15,530.00","15,789.00","15,530.00","-","1.25%"
"2014년 11월 14일","15,594.00","15,346.00","15,638.00","15,315.00","-","1.62%"
"2014년 11월 13일","15,346.00","15,526.00","15,763.00","15,315.00","-","-1.42%"
"2014년 11월 12일","15,567.00","15,471.00","15,785.00","15,376.00","-","0.75%"
"2014년 11월 11일","15,451.00","15,204.00","15,472.00","15,100.00","-","1.62%"
"2014년 11월 10일","15,204.00","15,375.00","15,456.00","15,126.00","-","-0.97%"
"2014년 11월 07일","15,353.00","15,400.00","15,632.00","15,313.00","-","-0.71%"
"2014년 11월 06일","15,463.00","15,275.00","15,487.00","15,206.00","-","1.20%"
"2014년 11월 05일","15,279.00","15,250.00","15,354.00","14,900.00","-","0.27%"
"2014년 11월 04일","15,238.00","15,741.00","15,790.00","15,210.00","-","-3.20%"
"2014년 11월 03일","15,741.00","15,651.00","15,834.00","15,553.00","-","0.28%"
"2014년 10월 31일","15,697.00","15,711.00","16,170.00","15,631.00","-","-0.42%"
"2014년 10월 30일","15,763.00","15,551.00","15,825.00","15,326.00","-","0.95%"
"2014년 10월 29일","15,615.00","15,550.00","15,898.00","15,426.00","-","0.13%"
"2014년 10월 28일","15,595.00","14,701.00","15,645.00","14,690.00","-","6.08%"
"2014년 10월 27일","14,701.00","14,952.00","15,000.00","14,700.00","-","-1.67%"
"2014년 10월 24일","14,950.00","15,175.00","15,250.00","14,950.00","-","-1.34%"
"2014년 10월 23일","15,153.00","15,216.00","15,360.00","15,070.00","-","-0.51%"
"2014년 10월 22일","15,230.00","15,310.00","15,415.00","15,185.00","-","-0.66%"
"2014년 10월 21일","15,331.00","15,250.00","15,423.00","15,080.00","-","0.53%"
"2014년 10월 20일","15,250.00","15,685.00","15,755.00","15,215.00","-","-2.84%"
"2014년 10월 17일","15,695.00","15,500.00","15,885.00","15,466.00","-","1.11%"
"2014년 10월 16일","15,522.00","15,751.00","15,845.00","15,340.00","-","-1.29%"
"2014년 10월 15일","15,725.00","16,350.00","16,476.00","15,725.00","-","-3.82%"
"2014년 10월 14일","16,350.00","16,480.00","16,621.00","16,225.00","-","-0.79%"
"2014년 10월 13일","16,480.00","16,375.00","16,580.00","16,375.00","-","0.36%"
"2014년 10월 10일","16,421.00","16,577.00","16,681.00","16,351.00","-","-0.94%"
