"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2010년 01월 05일","552.63","557.63","559.88","552.13","-","-0.90%"
"2010년 01월 04일","557.63","540.75","561.13","540.75","-","3.12%"
"2010년 01월 01일","540.75","540.75","540.75","540.75","-","-0.07%"
"2009년 12월 31일","541.13","543.63","549.88","540.63","-","-0.48%"
"2009년 12월 30일","543.75","540.75","549.88","540.63","-","0.60%"
"2009년 12월 29일","540.50","550.38","553.63","540.13","-","-1.79%"
"2009년 12월 28일","550.38","525.75","550.63","525.75","-","4.68%"
"2009년 12월 25일","525.75","525.75","525.75","525.75","-","0.00%"
"2009년 12월 24일","525.75","529.63","529.63","521.00","-","-0.73%"
"2009년 12월 23일","529.63","522.25","529.63","522.25","-","1.39%"
"2009년 12월 22일","522.38","519.50","524.75","515.63","-","0.58%"
"2009년 12월 21일","519.38","527.13","529.38","519.13","-","-1.47%"
"2009년 12월 20일","527.13","527.13","527.13","527.13","-","0.00%"
"2009년 12월 18일","527.13","522.63","528.88","515.13","-","0.86%"
"2009년 12월 17일","522.63","539.38","539.38","514.38","-","-3.13%"
"2009년 12월 16일","539.50","536.13","542.38","527.88","-","0.63%"
"2009년 12월 15일","536.13","543.88","543.88","536.13","-","-1.38%"
"2009년 12월 14일","543.63","538.00","547.88","534.13","-","1.05%"
"2009년 12월 13일","538.00","538.00","538.00","538.00","-","0.00%"
"2009년 12월 11일","538.00","539.13","542.13","530.50","-","-0.02%"
"2009년 12월 10일","538.13","532.38","543.88","530.13","-","0.65%"
"2009년 12월 09일","534.63","539.63","544.13","532.63","-","-0.93%"
"2009년 12월 08일","539.63","546.75","547.38","537.63","-","-1.46%"
"2009년 12월 07일","547.63","555.13","559.88","547.63","-","-1.79%"
"2009년 12월 06일","557.63","557.63","557.63","557.63","-","0.04%"
"2009년 12월 04일","557.38","569.13","569.13","555.63","-","-2.39%"
"2009년 12월 03일","571.00","576.13","579.38","569.38","-","-0.98%"
"2009년 12월 02일","576.63","583.88","583.88","570.88","-","-1.22%"
"2009년 12월 01일","583.75","586.50","597.88","580.13","-","-0.47%"
"2009년 11월 30일","586.50","576.13","589.88","575.75","-","3.05%"
"2009년 11월 29일","569.13","569.13","569.13","569.13","-","-0.02%"
"2009년 11월 27일","569.25","569.13","571.75","559.13","-","0.00%"
"2009년 11월 25일","569.25","565.38","575.13","555.88","-","2.87%"
"2009년 11월 24일","553.38","578.38","578.38","552.13","-","-4.32%"
"2009년 11월 23일","578.38","579.50","600.38","577.88","-","-0.19%"
"2009년 11월 22일","579.50","579.50","579.50","579.50","-","3.83%"
"2009년 11월 20일","558.13","562.63","562.63","553.88","-","-0.82%"
"2009년 11월 19일","562.75","565.13","571.13","551.38","-","-0.42%"
"2009년 11월 18일","565.13","574.50","583.13","565.13","-","-1.63%"
"2009년 11월 17일","574.50","556.75","575.38","555.75","-","2.16%"
"2009년 11월 16일","562.38","539.50","563.63","539.50","-","4.24%"
"2009년 11월 15일","539.50","539.50","539.50","539.50","-","-0.02%"
"2009년 11월 13일","539.63","531.13","540.13","531.13","-","1.60%"
"2009년 11월 12일","531.13","530.38","541.63","522.25","-","0.14%"
"2009년 11월 11일","530.38","521.38","539.38","521.38","-","1.68%"
"2009년 11월 10일","521.63","511.38","526.75","507.88","-","0.36%"
"2009년 11월 09일","519.75","497.88","523.88","497.88","-","4.39%"
"2009년 11월 08일","497.88","497.88","497.88","497.88","-","0.00%"
"2009년 11월 06일","497.88","512.13","512.13","496.63","-","-2.81%"
"2009년 11월 05일","512.25","521.75","521.75","510.88","-","-1.82%"
"2009년 11월 04일","521.75","517.88","527.75","505.63","-","1.38%"
"2009년 11월 02일","514.63","496.38","518.13","495.63","-","4.25%"
"2009년 11월 01일","493.63","493.63","493.63","493.63","-","0.00%"
"2009년 10월 30일","493.63","504.38","504.38","488.13","-","-2.13%"
"2009년 10월 29일","504.38","493.88","511.13","493.88","-","2.13%"
"2009년 10월 28일","493.88","495.75","508.63","493.63","-","-1.79%"
"2009년 10월 27일","502.88","527.25","527.25","502.88","-","-4.60%"
"2009년 10월 26일","527.13","547.38","558.38","526.13","-","-3.70%"
"2009년 10월 25일","547.38","547.38","547.38","547.38","-","0.07%"
"2009년 10월 23일","547.00","552.13","574.63","547.00","-","-0.97%"
"2009년 10월 22일","552.38","542.00","555.63","541.63","-","1.84%"
"2009년 10월 21일","542.38","519.00","548.13","519.00","-","4.53%"
"2009년 10월 20일","518.88","517.50","526.63","509.00","-","0.27%"
"2009년 10월 19일","517.50","497.50","522.63","497.50","-","4.02%"
"2009년 10월 18일","497.50","497.50","497.50","497.50","-","-0.05%"
"2009년 10월 16일","497.75","505.38","506.63","495.63","-","-1.51%"
"2009년 10월 15일","505.38","513.50","513.63","496.50","-","-1.58%"
"2009년 10월 14일","513.50","512.88","528.50","505.13","-","0.17%"
"2009년 10월 13일","512.63","495.75","514.38","489.88","-","3.72%"
"2009년 10월 12일","494.25","470.25","496.50","464.75","38.27K","5.61%"
"2009년 10월 09일","468.00","473.25","474.25","461.00","38.63K","-1.27%"
"2009년 10월 08일","474.00","464.00","483.00","462.50","61.63K","2.32%"
"2009년 10월 07일","463.25","458.75","466.00","453.75","26.40K","0.65%"
"2009년 10월 06일","460.25","443.00","471.50","442.75","46.79K","3.95%"
"2009년 10월 05일","442.75","441.25","452.00","439.25","29.94K","0.34%"
"2009년 10월 02일","441.25","451.50","454.00","439.25","27.47K","-2.54%"
"2009년 10월 01일","452.75","452.00","454.00","445.50","25.95K","-1.04%"
"2009년 09월 30일","457.50","447.50","460.00","439.50","41.78K","2.23%"
"2009년 09월 29일","447.50","456.00","460.00","441.25","33.41K","-1.81%"
"2009년 09월 28일","455.75","462.00","462.00","450.50","30.40K","1.33%"
"2009년 09월 25일","449.75","471.75","477.25","448.00","60.76K","-4.92%"
"2009년 09월 24일","473.00","457.50","474.00","453.00","46.19K","2.83%"
"2009년 09월 23일","460.00","455.50","469.00","451.00","39.84K","0.93%"
"2009년 09월 22일","455.75","456.25","464.50","452.75","31.35K","-0.05%"
"2009년 09월 21일","456.00","457.00","463.00","452.75","26.20K","-0.27%"
"2009년 09월 18일","457.25","461.50","465.25","456.25","20.05K","-0.97%"
"2009년 09월 17일","461.75","467.50","476.75","458.00","25.00K","-1.18%"
"2009년 09월 16일","467.25","469.50","473.75","456.25","31.70K","-0.69%"
"2009년 09월 15일","470.50","453.25","481.50","450.00","51.51K","9.16%"
"2009년 09월 14일","431.00","431.00","431.00","430.00","0.05K","-2.43%"
"2009년 09월 11일","441.75","432.75","440.50","425.25","0.16K","2.08%"
"2009년 09월 10일","432.75","429.50","434.00","428.75","0.28K","0.87%"
"2009년 09월 09일","429.00","430.50","434.75","426.75","0.33K","-0.58%"
"2009년 09월 08일","431.50","442.25","446.50","433.00","0.78K","-2.82%"
"2009년 09월 04일","444.00","450.00","450.00","445.00","1.35K","-1.61%"
"2009년 09월 03일","451.25","456.50","465.00","447.25","2.89K","-1.26%"
"2009년 09월 02일","457.00","457.00","460.75","454.75","5.82K","-0.49%"
"2009년 09월 01일","459.25","471.00","472.00","454.25","10.02K","-2.49%"
"2009년 08월 31일","471.00","467.00","473.50","453.25","14.44K","0.86%"
"2009년 08월 28일","467.00","475.00","481.25","459.50","30.36K","-1.68%"
"2009년 08월 27일","475.00","479.00","482.50","464.25","14.20K","-0.78%"
"2009년 08월 26일","478.75","471.00","481.75","469.75","16.57K","1.65%"
"2009년 08월 25일","471.00","470.75","489.00","467.00","15.36K","-0.16%"
"2009년 08월 24일","471.75","460.25","472.50","459.50","22.01K","2.50%"
"2009년 08월 21일","460.25","468.00","476.00","458.75","17.90K","-1.87%"
