"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 09월 23일","54.00","54.23","54.98","53.77","9.38K","-0.37%"
"2016년 09월 22일","54.20","54.38","55.02","53.70","7.28K","-0.40%"
"2016년 09월 21일","54.42","55.55","55.60","54.02","10.03K","-2.03%"
"2016년 09월 20일","55.55","55.05","55.70","54.67","11.74K","1.15%"
"2016년 09월 19일","54.92","55.73","56.45","54.73","13.57K","-1.01%"
"2016년 09월 16일","55.48","55.30","55.70","54.65","13.62K","0.60%"
"2016년 09월 15일","55.15","55.25","55.98","54.55","18.29K","0.42%"
"2016년 09월 14일","54.92","57.23","57.60","54.70","27.84K","-3.22%"
"2016년 09월 13일","56.75","59.55","59.55","56.58","34.37K","-4.49%"
"2016년 09월 12일","59.42","59.92","61.98","59.10","36.65K","0.32%"
"2016년 09월 09일","59.23","61.20","61.60","59.10","23.42K","-2.90%"
"2016년 09월 08일","61.00","61.50","62.05","60.88","23.20K","0.20%"
"2016년 09월 07일","60.88","59.20","61.02","59.20","17.76K","3.33%"
"2016년 09월 06일","58.92","60.12","60.17","58.50","20.26K","-3.01%"
"2016년 09월 02일","60.75","63.33","63.67","60.52","17.90K","-4.07%"
"2016년 09월 01일","63.33","62.75","63.85","62.17","17.48K","0.76%"
"2016년 08월 31일","62.85","62.10","62.90","61.62","15.62K","1.29%"
"2016년 08월 30일","62.05","61.38","62.30","61.05","11.34K","1.09%"
"2016년 08월 29일","61.38","61.42","61.95","60.83","11.26K","0.08%"
"2016년 08월 26일","61.33","59.33","61.70","59.33","16.60K","4.48%"
"2016년 08월 25일","58.70","60.20","60.23","58.38","14.87K","-2.70%"
"2016년 08월 24일","60.33","60.73","60.80","59.92","9.53K","-0.31%"
"2016년 08월 23일","60.52","61.12","61.85","60.15","11.26K","-1.03%"
"2016년 08월 22일","61.15","62.20","63.02","60.90","13.76K","-1.24%"
"2016년 08월 19일","61.92","60.52","62.40","60.27","13.70K","2.01%"
"2016년 08월 18일","60.70","60.70","61.65","60.05","12.09K","-0.49%"
"2016년 08월 17일","61.00","59.85","61.05","59.27","12.49K","1.92%"
"2016년 08월 16일","59.85","62.90","63.25","59.62","21.05K","-4.24%"
"2016년 08월 15일","62.50","60.62","62.80","60.42","20.53K","-6.92%"
"2016년 08월 12일","67.15","67.35","67.47","67.12","1.40K","-0.07%"
