"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2010년 11월 11일","1,756.40","1,747.75","1,774.20","1,742.70","-","0.67%"
"2010년 11월 10일","1,744.65","1,769.20","1,787.75","1,731.40","-","-1.39%"
"2010년 11월 09일","1,769.25","1,770.10","1,811.75","1,747.65","-","-0.03%"
"2010년 11월 08일","1,769.75","1,774.00","1,778.60","1,752.65","-","-0.16%"
"2010년 11월 07일","1,772.60","1,771.35","1,772.60","1,763.00","-","0.04%"
"2010년 11월 05일","1,771.95","1,768.50","1,778.90","1,743.25","-","0.19%"
"2010년 11월 04일","1,768.65","1,708.35","1,796.50","1,708.30","-","3.52%"
"2010년 11월 03일","1,708.55","1,719.85","1,722.75","1,687.05","-","-0.67%"
"2010년 11월 02일","1,720.00","1,711.35","1,724.60","1,709.55","-","0.43%"
"2010년 11월 01일","1,712.65","1,713.90","1,727.75","1,707.45","-","-0.08%"
"2010년 10월 31일","1,713.95","1,708.80","1,713.95","1,708.50","-","0.27%"
"2010년 10월 29일","1,709.40","1,696.35","1,709.40","1,685.05","-","0.80%"
"2010년 10월 28일","1,695.85","1,684.05","1,696.35","1,677.70","-","0.83%"
"2010년 10월 27일","1,681.85","1,706.40","1,716.25","1,648.40","-","-1.43%"
"2010년 10월 26일","1,706.30","1,699.20","1,709.50","1,690.90","-","0.45%"
"2010년 10월 25일","1,698.65","1,680.95","1,707.60","1,680.50","-","1.06%"
"2010년 10월 24일","1,680.85","1,680.90","1,685.25","1,678.80","-","0.06%"
"2010년 10월 22일","1,679.85","1,678.35","1,682.15","1,663.25","-","0.09%"
"2010년 10월 21일","1,678.40","1,689.35","1,695.25","1,667.40","-","-0.73%"
"2010년 10월 20일","1,690.70","1,667.45","1,693.60","1,664.25","-","1.42%"
"2010년 10월 19일","1,667.10","1,693.45","1,704.90","1,659.30","-","-1.55%"
"2010년 10월 18일","1,693.35","1,695.50","1,703.00","1,674.70","-","-0.21%"
"2010년 10월 17일","1,696.85","1,697.00","1,697.60","1,693.65","-","-0.16%"
"2010년 10월 15일","1,699.55","1,713.10","1,713.45","1,690.25","-","-0.81%"
"2010년 10월 14일","1,713.40","1,715.20","1,725.70","1,701.45","-","0.03%"
"2010년 10월 13일","1,712.85","1,691.30","1,715.30","1,686.25","-","1.25%"
"2010년 10월 12일","1,691.65","1,694.45","1,702.20","1,676.75","-","-0.13%"
"2010년 10월 11일","1,693.90","1,713.95","1,714.50","1,685.60","-","-1.18%"
"2010년 10월 10일","1,714.20","1,709.30","1,714.20","1,708.35","-","0.35%"
"2010년 10월 08일","1,708.20","1,704.80","1,714.20","1,676.35","-","0.18%"
"2010년 10월 07일","1,705.15","1,713.80","1,729.80","1,696.85","-","-0.65%"
"2010년 10월 06일","1,716.25","1,703.70","1,719.20","1,696.55","-","0.75%"
"2010년 10월 05일","1,703.45","1,673.30","1,703.45","1,668.05","-","1.92%"
"2010년 10월 04일","1,671.30","1,684.50","1,686.75","1,662.00","-","-0.78%"
"2010년 10월 03일","1,684.45","1,648.30","1,685.00","1,648.15","-","0.05%"
"2010년 10월 01일","1,683.55","1,660.70","1,689.50","1,660.70","-","1.38%"
"2010년 09월 30일","1,660.65","1,653.45","1,668.20","1,638.30","-","0.39%"
"2010년 09월 29일","1,654.20","1,642.55","1,657.35","1,641.60","-","0.71%"
"2010년 09월 28일","1,642.50","1,633.75","1,643.45","1,608.60","-","0.60%"
"2010년 09월 27일","1,632.65","1,649.75","1,652.45","1,632.40","-","-1.18%"
"2010년 09월 26일","1,652.15","1,648.40","1,652.15","1,648.40","-","0.12%"
"2010년 09월 24일","1,650.25","1,646.40","1,653.80","1,638.45","-","0.20%"
"2010년 09월 23일","1,646.90","1,640.30","1,650.60","1,629.45","-","0.43%"
"2010년 09월 22일","1,639.90","1,628.10","1,644.80","1,625.35","-","0.68%"
"2010년 09월 21일","1,628.90","1,632.70","1,635.00","1,614.50","-","-0.25%"
"2010년 09월 20일","1,632.95","1,622.85","1,637.95","1,621.75","-","0.62%"
"2010년 09월 19일","1,622.90","1,624.30","1,625.05","1,621.15","-","-0.00%"
"2010년 09월 17일","1,622.95","1,613.75","1,634.70","1,609.10","-","0.57%"
"2010년 09월 16일","1,613.80","1,602.50","1,623.35","1,594.70","-","0.71%"
"2010년 09월 15일","1,602.45","1,590.00","1,612.55","1,580.80","-","0.74%"
"2010년 09월 14일","1,590.65","1,553.90","1,595.90","1,553.90","-","2.35%"
"2010년 09월 13일","1,554.20","1,542.00","1,555.65","1,540.25","-","0.81%"
"2010년 09월 12일","1,541.75","1,543.15","1,543.50","1,541.75","-","0.00%"
"2010년 09월 10일","1,541.75","1,553.30","1,557.00","1,539.35","-","-0.71%"
"2010년 09월 09일","1,552.70","1,562.15","1,564.45","1,547.70","-","-0.63%"
"2010년 09월 08일","1,562.50","1,556.50","1,565.85","1,546.40","-","0.39%"
"2010년 09월 07일","1,556.50","1,561.65","1,568.65","1,546.40","-","-0.39%"
"2010년 09월 06일","1,562.55","1,563.05","1,567.45","1,558.65","-","-0.03%"
"2010년 09월 05일","1,562.95","1,555.75","1,564.55","1,540.55","-","0.34%"
"2010년 09월 03일","1,557.65","1,551.50","1,567.05","1,547.80","-","0.48%"
"2010년 09월 02일","1,550.25","1,533.15","1,559.70","1,531.15","-","1.07%"
"2010년 09월 01일","1,533.90","1,525.20","1,541.15","1,518.35","-","0.59%"
"2010년 08월 31일","1,524.95","1,529.50","1,530.20","1,509.45","-","-0.35%"
"2010년 08월 30일","1,530.30","1,539.65","1,542.30","1,523.75","-","-0.42%"
"2010년 08월 29일","1,536.70","1,536.95","1,539.20","1,535.50","-","-0.04%"
"2010년 08월 27일","1,537.25","1,533.35","1,537.70","1,523.20","-","0.30%"
"2010년 08월 26일","1,532.60","1,530.60","1,540.45","1,525.65","-","0.12%"
"2010년 08월 25일","1,530.75","1,517.45","1,537.65","1,511.15","-","0.92%"
"2010년 08월 24일","1,516.80","1,509.30","1,519.65","1,491.20","-","0.42%"
"2010년 08월 23일","1,510.45","1,513.00","1,518.50","1,505.50","-","-0.24%"
"2010년 08월 22일","1,514.05","1,513.30","1,514.05","1,511.75","-","-0.05%"
